epoch,train/loss,train/loss_ce,train/loss_bbox,train/loss_giou,train/loss_ce_dn,train/loss_bbox_dn,train/loss_giou_dn,val/loss,val/loss_ce,val/loss_bbox,val/loss_giou,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,metrics/F1
0,37.41446789507507,0.6116318391445386,0.36169649931601033,0.8050777047100843,0.2651528461242575,0.12353392777121575,0.3162655783530081,52.817249138117866,1.040909655552934,0.7780560093782681,1.3411829376117492,7.006574268636261e-08,3.003003003003003e-05,7.006574268636261e-08,7.006574268636261e-09,1.3980529316774016e-07
1,29.017462701009617,0.5466867810994864,0.2334898593760889,0.6289943306352002,0.17467147251533668,0.11413772027301068,0.3035529798996875,51.00547486975854,0.8537289708473789,0.7653075093443775,1.3249787817269694,6.939267774187988e-06,0.0016540530934773237,6.939267774187988e-06,9.797674360621902e-07,1.3820554020747164e-05
2,24.63450095391891,0.5015469070721496,0.17484041954747845,0.5022338941123717,0.15767794631596116,0.10995212091424683,0.29834245518309266,44.55401752882705,0.7211660860041842,0.650293647081821,1.1953166029153963,0.0004793306010516698,0.013336911481653587,0.0004793306010516698,0.00011573640833061208,0.0009254021112841066
3,21.84589091939197,0.45823024462279205,0.13711515284440814,0.432877748488057,0.13811618438778323,0.10630049265957864,0.2941776184610903,29.353705700438518,0.5957488419157473,0.37924357884245,0.83604659507801,0.011045519496585861,0.09420289392471899,0.011045519496585861,0.0029641891212733307,0.01977264773227766
4,20.07207413519355,0.4241791918561432,0.1187217459817556,0.3881721932776318,0.11550816607635132,0.10094200432962025,0.2858372742422706,17.8589427068636,0.5147054539711187,0.1834388856505935,0.5388205679722162,0.05454155226939326,0.21915814757857352,0.05454155226939326,0.017321062126020245,0.08734555111357357
5,18.7883946963215,0.40233495359282606,0.1076191006327087,0.3563943661832045,0.09624980006346298,0.09644299980514807,0.27405552821447465,14.36439437112767,0.47503482252036855,0.13636530939796013,0.42634911144966686,0.09963469706963941,0.3308880515739482,0.09963469706963941,0.034011818115420096,0.1531530256480192
6,17.238149421870634,0.36566257961875265,0.09824843864093286,0.3281325449209325,0.08092645298156763,0.08829162103088363,0.25550202060715926,12.482155761161408,0.45584075356071646,0.1124451450955171,0.3594745249846281,0.1299470921393034,0.4005297175537439,0.1299470921393034,0.04990064706527417,0.19622977351866577
7,16.224748107713776,0.3315485152295353,0.09105460155116792,0.32022827594516895,0.06929559557401241,0.081950483618605,0.243810449626972,10.991918279753103,0.43018199729196954,0.09459399798022204,0.3140106510161321,0.1997763716792397,0.4494046095103915,0.1997763716792397,0.08074546131499098,0.27659597217216053
8,15.361659803755039,0.29856164503093857,0.0851760336695154,0.30965223346185744,0.06201834093696643,0.0771436648496166,0.23523018216087258,10.098703271640844,0.4093889756636186,0.08501665124435832,0.2847494526213898,0.2662574588919801,0.5000435148057677,0.2662574588919801,0.1168382174238645,0.34748831114003637
9,14.764719629699293,0.2672424419931195,0.08399612584717471,0.30587713810834577,0.057617972642539296,0.07359527227033559,0.22642767902477454,9.497876493187693,0.37664336314449065,0.08164909419107746,0.26942778510964793,0.3707712801588121,0.5352237616869424,0.3707712801588121,0.16144773500701334,0.4380721529950004
10,14.131080556298008,0.21567085323942556,0.08542003493604472,0.2997232784692809,0.0519531262934015,0.07061503524978159,0.21879411939848514,9.0661864884488,0.33372918814743235,0.08044043886455106,0.26312195009741435,0.42246368681038987,0.5596938323073223,0.42246368681038987,0.19618214900612438,0.48149164523832094
11,13.915071789051249,0.2044631552772824,0.08523281228426573,0.3022737996480468,0.04968522681105932,0.06834264086391754,0.21455969074430947,8.640037822000908,0.29329414813662374,0.07845124624088987,0.2566991891244273,0.5007258262891712,0.5768304623383458,0.5007258262891712,0.23818981334784628,0.5360906208454697
12,13.64249029700471,0.18244164871868968,0.08621112625637126,0.2961239488347538,0.04675716233988661,0.06702171462506479,0.21089230363892275,8.26757380972693,0.25587118038851203,0.07654928600262383,0.25130567525501374,0.5658780404018176,0.5953213451016938,0.5658780404018176,0.2857914633548742,0.5802264113831672
13,13.181919117303135,0.1729140861470048,0.08086726419815998,0.28885059562108667,0.04403654142242998,0.06548075883450623,0.2072005156156608,8.058945898111764,0.2163865972145005,0.077409878776316,0.250772782669955,0.6076245033229933,0.5906949245030902,0.6076245033229933,0.31094063021583956,0.5990401253324164
14,12.876764459174893,0.15323840846429876,0.08022825763952424,0.28687676017513697,0.04190982726591917,0.062196325451025394,0.20284334366220141,7.797785475656584,0.18669072406576115,0.07565731968875829,0.24325196264368115,0.6462126332283156,0.6016015050322967,0.6462126332283156,0.3439656689824824,0.6231096135245795
15,12.533851491243713,0.1519276040777594,0.07717924700354016,0.2719962396435026,0.04121167911884103,0.06126454640317676,0.1997341864206053,7.4940757013502575,0.16780870446624854,0.0717539739476525,0.2366887280370766,0.6702782765341584,0.6070492525359446,0.6702782765341584,0.37078254926896537,0.6370988137355188
16,12.48195416242362,0.14862768735951065,0.07638342896161736,0.27918142645301713,0.04140418371607397,0.05992545960436583,0.20001859005664632,7.2318132914505995,0.1481465735710609,0.06888561371262326,0.23232553770273795,0.6967478159491787,0.6086175753965235,0.6967478159491787,0.3900437010258727,0.649707689842544
17,12.040092537053269,0.12840581000521298,0.07492275169732465,0.2677865710417234,0.03486360397391034,0.058777003549039364,0.19297968231499857,7.067861383611506,0.1283509890655725,0.06810871852779543,0.22920391553795183,0.7309749376345283,0.6132393783620272,0.7309749376345283,0.416879485665646,0.6669511119153537
