epoch,iteration,lr,train_loss_loc,train_loss_conf,train_loss_total,val_loss_loc,val_loss_conf,val_loss_total,val_mAP_0.5,val_mAP_0.5_0.95,val_P,val_R,val_F1
42,4200,0.001,0.9348933792114258,1.1887950229644775,2.1236884021759033,0.9299454216299385,1.1859706393603622,2.1159160609903007,0.5219815731088373,0.24702548773995855,0.5935592966565819,0.511886898035961,0.5318728109518306
43,4300,0.001,0.9646627926826477,1.1851193177700043,2.149782110452652,0.9765854786182272,1.1775906332607926,2.15417611187902,0.5693693862004621,0.27899217474178506,0.6771155041285559,0.527983743277462,0.5821100534711057
44,4400,0.001,0.9056491142511368,1.1601447808742522,2.065793895125389,0.8906961700011944,1.203494803658847,2.0941909736600417,0.4995116104636656,0.240103168639308,0.6455300426406543,0.4386419650215231,0.5075939819517981
45,4500,0.001,0.8608665525913238,1.172406144142151,2.0332726967334747,0.9013929634258665,1.1662662851399388,2.067659248565805,0.5381283862093218,0.26170760556802874,0.5804780073702476,0.5397370742562847,0.5339908399059448
46,4600,0.001,0.8469692242145538,1.1697014391422271,2.016670663356781,0.9409847835014606,1.1889705863492241,2.129955369850685,0.4879408874200431,0.2277123791800944,0.5478926550291084,0.5208092091133932,0.5175016540441435
47,4700,0.001,0.8983589959144592,1.1681722152233123,2.0665312111377716,0.9251096371946663,1.224365205600344,2.1494748427950103,0.5573809093511854,0.2820888685675962,0.611237247455163,0.5411879434189238,0.5667591132872196
48,4800,0.001,0.8428745567798615,1.1829205536842347,2.025795110464096,0.880043874526846,1.1847160520224735,2.0647599265493195,0.5409620534814384,0.25151658794902937,0.6013496996837329,0.5217098338834001,0.548410433345406
49,4900,0.001,0.8021380260586739,1.1466089069843293,1.9487469330430032,0.8630081476836369,1.1603267747780373,2.0233349224616743,0.5420767888703163,0.26170379237492464,0.6052255721168475,0.5494858150542766,0.562269978014162
50,5000,0.001,0.8365647372603416,1.1458497667312622,1.982414503991604,0.8776323075952202,1.1591256322531864,2.036757939848407,0.5178416071140628,0.25253182216270753,0.5839972963630583,0.4875105382935607,0.5169241179531414
51,5100,0.001,0.8006069141626359,1.1373192059993744,1.9379261201620102,0.8835164760721141,1.1348208517863834,2.0183373278584975,0.5569059485833255,0.2799377964753204,0.5901533500803744,0.5124212542275585,0.5317242166582157
52,5200,0.001,0.842384421825409,1.1457674729824066,1.9881518948078156,0.9014255055065813,1.185158659671915,2.0865841651784964,0.5582219459820948,0.2755666456302621,0.6382416289151032,0.5314111816928221,0.5617041032655657
53,5300,0.001,0.8180718022584915,1.1439797830581666,1.962051585316658,0.9104603508423115,1.1459177568041046,2.056378107646416,0.5656707884682284,0.275994482386192,0.6626189305012427,0.5203126165211067,0.5693993932897918
54,5400,0.001,0.8140589120984077,1.1470702731609344,1.9611291852593422,0.9018988527100662,1.1541521179264989,2.056050970636565,0.5454093413344088,0.2660649605442577,0.6863178323977012,0.4834479539953125,0.5522202031803579
55,5500,0.001,0.7703375491499901,1.1345055532455444,1.9048431023955343,0.8563996347887762,1.1413153492171189,1.9977149840058952,0.6049565617716938,0.2921655621613062,0.6543287664718057,0.5863360258682901,0.59800919618468
56,5600,0.001,0.784886591732502,1.1307493543624878,1.9156359460949899,0.8699377795745586,1.1549954907647495,2.024933270339308,0.5953775125784092,0.2851619236728872,0.6583182848961754,0.6109740280892139,0.6129580030739696
57,5700,0.001,0.7487815922498703,1.1254832071065903,1.8742647993564607,0.8583273229927852,1.1362466791580463,1.9945740021508316,0.5881389226113508,0.2874258024359913,0.6485451486422689,0.5554283175762773,0.5858204062342237
58,5800,0.001,0.7726776099205017,1.132375598549843,1.9050532084703447,0.896825071038871,1.1662118887079174,2.063036959746788,0.5429804500653095,0.28511195078775314,0.6098666335909518,0.5193654486401547,0.5558749543592219
59,5900,0.001,0.7815040132403374,1.1411515307426452,1.9226555439829824,0.8659649450203468,1.1687124186548694,2.0346773636752165,0.580480052767543,0.294657388078044,0.6621245975784238,0.5358172792844732,0.5848936346750435
60,6000,0.001,0.7592923113703728,1.1246358042955398,1.8839281156659125,0.85530607453708,1.1450106111066094,2.000316685643689,0.6023318816448942,0.2779877376610385,0.6461158908169382,0.590770337075926,0.5962562983476347
61,6100,0.001,0.8144747185707092,1.1258716511726379,1.940346369743347,0.8668793090458574,1.1432944289569198,2.010173738002777,0.5865857523846351,0.2896762928206034,0.6871761796126258,0.5479060484499845,0.5886887685558897
62,6200,0.001,0.8254858213663101,1.1463579189777375,1.9718437403440476,0.8214028950395256,1.1376612905798287,1.9590641856193542,0.5421351834401065,0.29209087929490996,0.58796891167097,0.5026787733526794,0.5316038551163437
63,6300,0.001,0.809495809674263,1.1300560969114304,1.9395519065856934,0.8623691858916447,1.1375383837469693,1.999907569638614,0.5771089779868461,0.2744740933569229,0.6641276627583373,0.5437604203055991,0.5822595754753225
64,6400,0.001,0.8417631489038467,1.136624838113785,1.9783879870176317,0.8437963477496443,1.1335015255829384,1.9772978733325828,0.5961747851770363,0.28485820224285885,0.6914173099936696,0.5226238466382354,0.5780835221804645
65,6500,0.001,0.8133529889583587,1.1443410789966584,1.9576940679550172,0.843341915771879,1.1412433714702213,1.9845852872421004,0.5662017251185869,0.28165443482316727,0.6245925257934252,0.5592720211199237,0.5819680242467331
66,6600,0.001,0.8202611014246941,1.1409055626392364,1.9611666640639305,0.8181943091852911,1.1535561865773694,1.9717504957626604,0.5977908407606878,0.3057549193004286,0.7104432588684773,0.5588802504068229,0.5928550022064364
67,6700,0.001,0.7881536456942558,1.1348926681280136,1.9230463138222693,0.8318003868234569,1.1316184627598729,1.9634188495833298,0.5891612083105281,0.2874716366042748,0.6717593993445868,0.5870793016234016,0.6233960488866864
68,6800,0.001,0.828819043636322,1.133978577852249,1.962797621488571,0.8314644869031578,1.1284662402909378,1.9599307271940956,0.5968881722678242,0.3061015965921806,0.668571384225283,0.5829624851302111,0.5978745368398493
69,6900,0.001,0.7829261058568955,1.1422828495502473,1.9252089554071428,0.820673676400349,1.117695049992923,1.938368726393272,0.5807606065228137,0.3037134586317896,0.6356010476029484,0.5536626404882169,0.5828686062668305
70,7000,0.001,0.778315336406231,1.1204697930812835,1.8987851294875144,0.8559524622456781,1.1162110361559638,1.9721634984016418,0.5897245785895281,0.30719588000235604,0.6301496176383949,0.5742275340973384,0.5851629933035639
71,7100,0.001,0.7773720771074295,1.1176981204748153,1.8950701975822448,0.8473514523999445,1.120583415031433,1.9679348674313775,0.579263322596612,0.2897775627426838,0.6364684905963671,0.5140727352962344,0.5505316230202245
72,7200,0.001,0.792512141764164,1.1203034245967864,1.9128155663609503,0.7974125979275539,1.1169560387216766,1.9143686366492305,0.6217984891867874,0.31078001325564664,0.6547835178278236,0.6563241797728535,0.6307144133292112
73,7300,0.001,0.7944846853613854,1.1440733313560485,1.9385580167174339,0.8607802781565436,1.1303198378661583,1.991100116022702,0.6018926344145378,0.2934489315336598,0.666355055597159,0.6116855518541595,0.6268681688699073
74,7400,0.001,0.7753461480140686,1.1200745236873626,1.8954206717014312,0.8001124828026213,1.1143376909453293,1.9144501737479507,0.6014309118306268,0.3084922963706906,0.6608981421810745,0.5562429264596658,0.5996739320904478
75,7500,0.001,0.753109047114849,1.105199248790741,1.8583082959055899,0.7894094165029197,1.1187623574815948,1.9081717739845145,0.5852017522340527,0.3042462807823723,0.6484149080468482,0.5457550972066161,0.5886652992112997
76,7600,0.001,0.7122738951444626,1.0954773926734924,1.807751287817955,0.8442467594968861,1.1140174351889511,1.9582641946858372,0.6213438124185674,0.2979342400466826,0.7051407379825452,0.5843293864759322,0.6326392175581914
77,7700,0.001,0.7193920052051545,1.1032632207870483,1.8226552259922029,0.7680787495497999,1.1283384931498561,1.896417242699656,0.5900303833980236,0.3116658911991562,0.7645523830012947,0.5028315066018786,0.5632383281325201
78,7800,0.001,0.764020892381668,1.1073716294765472,1.8713925218582153,0.8346640508750389,1.1313178703702729,1.9659819212453118,0.6011501358220918,0.2940312537905568,0.6367030305644963,0.5558191896730318,0.5830415157328147
79,7900,0.001,0.7435627192258835,1.0985849219560624,1.842147641181946,0.7876122429453093,1.1040456644419967,1.891657907387306,0.5850875700568897,0.3113376596272291,0.6368324854641216,0.5668479038842971,0.5864218619700694
80,8000,0.001,0.7301844125986099,1.082912648320198,1.813097060918808,0.787168548024934,1.1158507897936065,1.9030193378185405,0.5937753688946232,0.312500343354799,0.7249082580930489,0.5435231692459457,0.5842714773504339
81,8100,0.001,0.7055450877547265,1.0976331430673598,1.8031782308220863,0.7851242659420803,1.1083561963048474,1.8934804622469277,0.6180588741315929,0.29943969393229647,0.6506048487890821,0.5843026008931254,0.6086009387000704
82,8200,0.001,0.7232687401771546,1.0981964939832687,1.8214652341604234,0.813269153751176,1.1134520789672588,1.9267212327184349,0.5770948073851121,0.2955053089917032,0.6363128294537376,0.5507284725774063,0.5890563325772155
83,8300,0.001,0.704942737519741,1.0874599474668503,1.7924026849865913,0.7835057901925054,1.1061516609685174,1.889657451161023,0.6107095320792733,0.3179807672091461,0.6798551142539844,0.5495039694092314,0.5881664059709898
84,8400,0.001,0.7253627949953079,1.0996329432725906,1.8249957382678985,0.7690052873101728,1.0931607710904088,1.8621660584005815,0.6116487027243364,0.32837186690346976,0.657904476950958,0.5858383539656937,0.6111050052035405
85,8500,0.001,0.7234753465652466,1.105268912911415,1.8287442594766616,0.8194883589086861,1.1139384467026283,1.9334268056113144,0.5915348234488587,0.31079257042980885,0.6613643377873151,0.5850418248837947,0.6097891016100652
86,8600,0.001,0.7655235540866852,1.1172525948286056,1.8827761489152908,0.7885534886656136,1.1405954977561688,1.9291489864217823,0.600854381191234,0.31329964961114387,0.6260860577778935,0.5919231246750198,0.575465931917819
87,8700,0.001,0.7047876662015915,1.090408629179001,1.7951962953805924,0.7538069712704626,1.1043501907381519,1.8581571620086144,0.59717705634373,0.33171269311464663,0.6594671573020854,0.5690862339219733,0.6042844481357921
88,8800,0.001,0.6895457527041435,1.0812569987773895,1.770802751481533,0.7717558885442799,1.133345014062421,1.905100902606701,0.642415187241579,0.3252110327176657,0.698653449770312,0.5958424837933469,0.6386051428036764
89,8900,0.001,0.711500943005085,1.1063985544443131,1.8178994974493983,0.7231871691243402,1.0969109103597443,1.8200980794840844,0.6389108740998951,0.3264445399683153,0.7040974968128032,0.6087122587195244,0.6416410982388779
90,9000,0.001,0.7307579281926155,1.116456794142723,1.8472147223353386,0.7747578333164084,1.152252045171014,1.9270098784874223,0.5446058655241365,0.2987864037424872,0.5870421860703703,0.5196544017862916,0.5456848586578448
91,9100,0.001,0.7086473327875137,1.0947131156921386,1.8033604484796522,0.7340006088388378,1.1006807356045163,1.834681344443354,0.5952051784435232,0.3198163555912231,0.646506087107859,0.552568089006891,0.5910828310056189
92,9200,0.001,0.6879217386245727,1.0723960536718369,1.7603177922964095,0.7737825512886047,1.1000950788629467,1.8738776301515514,0.6108423611162392,0.3191886024810169,0.6838298249892741,0.5507060645152714,0.5910365440797303
93,9300,0.001,0.7091995698213577,1.0851112079620362,1.794310777783394,0.765902067052907,1.0996457399993107,1.8655478070522178,0.6191488089199545,0.327174306382399,0.655437254629015,0.6036319981858334,0.6272479393016438
94,9400,0.001,0.6849904376268386,1.081556228995323,1.7665466666221619,0.7563183348754356,1.1068783238016326,1.8631966586770683,0.5843657635358571,0.2975475141228181,0.66617110168025,0.5429150082985783,0.5904324690196521
95,9500,0.001,0.6858040148019791,1.0915339267253876,1.7773379415273667,0.7734326268064564,1.10945790800555,1.8828905348120064,0.6038620944665742,0.3342392745899155,0.6558433479344042,0.5580488630383733,0.5988889181169065
96,9600,0.001,0.6742649629712105,1.0749281483888626,1.7491931113600732,0.7878545604903122,1.109642924933598,1.8974974854239102,0.5589932217209982,0.27770357467923557,0.6779667499892541,0.5023995569534321,0.5713635011888945
97,9700,0.001,0.7067012879252433,1.0921234983205794,1.7988247862458229,0.7542194980999519,1.110203675154982,1.864423173254934,0.5821179265227302,0.3088670459549552,0.6540109610895555,0.5579527927771678,0.6007159138596301
98,9800,0.001,0.6795031452178955,1.08386687874794,1.7633700239658354,0.7551122585247303,1.105567909520248,1.8606801680449783,0.6316303642010203,0.3194334378919505,0.6998833912462528,0.570580211303769,0.6009533688335422
99,9900,0.001,0.6778194686770439,1.0789060986042023,1.7567255672812463,0.7218072496611496,1.1022252296579296,1.8240324793190792,0.618984729239971,0.3438093462957596,0.6835136199333344,0.5765622037846854,0.601000451493993
100,10000,0.001,0.7020899397134781,1.0909115552902222,1.7930014950037003,0.7626756254968972,1.0876551270484924,1.8503307525453896,0.6299037719103471,0.3295453539330781,0.6782382265835425,0.5944379238379882,0.6240231082062858
101,10100,0.001,0.6704794389009475,1.0608532029390334,1.7313326418399808,0.7778482611837059,1.105521794023185,1.8833700552068908,0.5942355477446418,0.3157324188192684,0.670171541706666,0.538287410690262,0.5884209475448324
102,10200,0.001,0.6571710360050201,1.0711666786670684,1.7283377146720884,0.748090588840945,1.096202044651426,1.844292633492371,0.6245124103421605,0.32961960896544185,0.6580333362109639,0.6166919081754226,0.6354587491465128
103,10300,0.001,0.6621517115831375,1.068713466525078,1.7308651781082154,0.7724094688892365,1.1068039495369484,1.8792134184261848,0.6047020313990019,0.3160089954271388,0.6495184321052732,0.5807247485792468,0.607589321676139
104,10400,0.001,0.6616974875330925,1.0633330708742141,1.7250305584073067,0.7618341384262874,1.100567507332769,1.8624016457590564,0.6009983674409688,0.31197655976102373,0.6564071136033782,0.5580044964925461,0.5894162421620786
105,10500,0.001,0.6365460556745529,1.0633719891309739,1.6999180448055267,0.7281533027517384,1.0936260408368603,1.8217793435885987,0.6503663805095291,0.342108640072911,0.7172250429746136,0.6086463543340332,0.651538063845117
106,10600,0.001,0.6471193107962608,1.0597564423084258,1.7068757531046868,0.7239602567820713,1.0900869061206948,1.8140471629027661,0.6484050813901624,0.3453474271653221,0.6848056923543268,0.6132292992958216,0.6375548585827531
107,10700,0.001,0.664877736568451,1.0683962082862855,1.7332739448547363,0.769611237377956,1.09161684636412,1.861228083742076,0.6080741503476017,0.32998513782980177,0.6624444108229983,0.5665125649895436,0.603572217949538
108,10800,0.001,0.6932293310761451,1.0794040763378143,1.7726334074139594,0.7551780784952229,1.1190567098814865,1.8742347883767094,0.5946403691877492,0.32715256105560514,0.6855326493122975,0.5731884701154738,0.6106568821212783
109,10900,0.001,0.6776731926202774,1.077714793086052,1.7553879857063293,0.6964919752088087,1.0792042304729592,1.775696205681768,0.5830121926324139,0.33243158123767313,0.656951418786369,0.5435728779668032,0.5878753105206286
110,11000,0.001,0.6289748898148537,1.0609566396474839,1.6899315294623376,0.7455452033158007,1.0949268464384407,1.8404720497542413,0.6216775722221625,0.32113303267653337,0.6809623973840264,0.5786369467715082,0.6135733853323888
111,11100,0.001,0.6363966336846352,1.0545535427331925,1.6909501764178276,0.7383774190113462,1.0836532136489605,1.8220306326603066,0.6150448729677569,0.32247313644882675,0.6316852724145131,0.6030767167803157,0.6106920006146958
112,11200,0.001,0.6332107856869698,1.0457114428281784,1.6789222285151482,0.7470157814436945,1.104255735874176,1.8512715173178704,0.639290622102255,0.3228934294018943,0.7004905672665703,0.6014524900511614,0.628283765711015
113,11300,0.001,0.6671278062462807,1.074728040099144,1.7418558463454246,0.7729363965577093,1.101281531925859,1.8742179284835685,0.6022666277997395,0.3148421562251353,0.6687741234512034,0.5383609985136208,0.5842177092011139
114,11400,0.001,0.656019522845745,1.0709569191932677,1.7269764420390128,0.7114764328660637,1.0894056270862449,1.8008820599523085,0.6611304252400421,0.34259706331352346,0.670926258203787,0.6490277089439168,0.6440016092272237
115,11500,0.001,0.6150223410129547,1.0525014877319336,1.6675238287448884,0.7258513559555185,1.0875438595640248,1.8133952155195434,0.6431596395564184,0.3461597329051134,0.6883993964627213,0.626392633042008,0.6487609984977881
116,11600,0.001,0.6204287466406823,1.0515905565023422,1.6720193031430246,0.7288327525401938,1.091831624507904,1.820664377048098,0.6467561296279113,0.34000212293119225,0.6512276479122429,0.6329209703879279,0.6373330529452538
117,11700,0.001,0.611479070186615,1.05197121322155,1.663450283408165,0.7366111155213981,1.0854753255844116,1.8220864411058098,0.6356122303364469,0.3398264494585871,0.6714902141171618,0.6105160829476171,0.6366125126733586
118,11800,0.001,0.6392723375558853,1.0600624567270278,1.6993347942829131,0.7132640265185257,1.0771421255736515,1.7904061520921772,0.6365435750826391,0.3446328609195796,0.6983149751476133,0.5738793809056981,0.5981258924970012
119,11900,0.001,0.6362564086914062,1.0488508212566376,1.6851072299480438,0.7557468547903258,1.1009644763223057,1.8567113311126313,0.6091124949741298,0.3149178759650221,0.6818748235057919,0.528487910886415,0.5766355474545584
120,12000,0.001,0.6132477122545242,1.0424548977613448,1.6557026100158692,0.7521029053063228,1.082988288895837,1.83509119420216,0.6111908174213326,0.31943444406269184,0.6882232418632219,0.5460438346359544,0.5835709322755351
121,12100,0.001,0.6204777398705482,1.0533696562051773,1.6738473960757254,0.7011097114661644,1.0888928812125633,1.7900025926787277,0.6101449775413715,0.33820042624839075,0.6358793130934473,0.5957450845766464,0.6126831135831383
122,12200,0.001,0.6246621921658516,1.0492573738098145,1.673919565975666,0.7191947821913094,1.0941780867247746,1.813372868916084,0.6799686469946034,0.36456628051764794,0.6691280237179771,0.6691407859848263,0.6536220141619546
123,12300,0.001,0.6467637288570404,1.0589100188016891,1.7056737476587296,0.7672828477004479,1.0993128912202244,1.8665957389206722,0.6120673880701535,0.32736937030060287,0.666363595001061,0.5877150733584088,0.6229452439533334
124,12400,0.001,0.626767894923687,1.0511679720878602,1.6779358670115472,0.714324361291425,1.0852406045486187,1.7995649658400437,0.61291866770143,0.33661537539837383,0.6365579854913015,0.6235753204021016,0.6296462559263221
125,12500,0.001,0.61523008197546,1.0479489970207214,1.6631790789961816,0.7204306947773901,1.0874952756125351,1.8079259703899253,0.6556948451377973,0.3465840511040799,0.705681966642201,0.5984343792987209,0.6313233884269739
126,12600,0.001,0.6325479945540429,1.0446876281499862,1.677235622704029,0.7521144665520767,1.095347338709338,1.8474618052614147,0.6244026694244613,0.3372979499703297,0.6635780628101985,0.5875997081800937,0.6162727579337105
127,12700,0.001,0.6008255901932716,1.0367842960357665,1.637609886229038,0.7004602972803444,1.072238208918736,1.7726985061990803,0.67790225238036,0.3525311956362717,0.7004111187701683,0.646632467717114,0.6568697021040797
128,12800,0.001,0.6107431426644325,1.0446563202142716,1.655399462878704,0.7269576839331923,1.083287956385777,1.810245640318969,0.6635135293083392,0.3483091868996981,0.6764240270062027,0.6442391394959438,0.6527304683450856
129,12900,0.001,0.6434917706251144,1.0766629242897034,1.7201546949148179,0.8258792696327999,1.103789395299451,1.929668664932251,0.610411432254548,0.3025367869804682,0.659279306347965,0.5745702126569456,0.605591850595645
130,13000,0.001,0.6179199516773224,1.0393557500839234,1.6572757017612458,0.6789742903462772,1.0686994010004505,1.7476736913467277,0.6477852221005909,0.35574199665829886,0.6643465307447485,0.6216599156739008,0.6333964158906583
