epoch,train/loss,train/loss_ce,train/loss_bbox,train/loss_giou,val/loss,val/loss_ce,val/loss_bbox,val/loss_giou,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,metrics/F1
0,20.977212320994862,0.692085134645401,0.2654760913198511,0.7317361187905513,18.86353976973172,0.6560180421019423,0.22604123637850942,0.6646192587655166,0.0008589082103997244,0.025465465465465468,0.0008589082103997244,0.00018949697389080596,0.0016617677320081555
1,18.560936004657464,0.634166793943626,0.21880360736782328,0.676258791183016,17.769525305978185,0.7015953898943704,0.19074433072116867,0.6756804081900366,0.0062779271148748475,0.037609412691379907,0.0062779271148748475,0.0017266227624435182,0.010759784154248588
2,17.42364336117148,0.6283027042309052,0.19763286560406826,0.6345878083424028,16.628881964190253,0.6391507448821232,0.18701147191740317,0.5935144185506064,0.0038833027385340242,0.037807807807807806,0.0038833027385340242,0.0009208669259923488,0.00704318794457781
3,15.83622800892797,0.5946034410316956,0.16771141955344548,0.5845860915965048,15.91303434865228,0.6158647051659124,0.1637971943308567,0.5984177306808275,0.01593967136851575,0.055698054305353316,0.01593967136851575,0.0036571934819703425,0.024786065530187987
4,14.67154032960901,0.5727508674040803,0.1486477134886927,0.5353456865537343,13.507041141904633,0.5571955859918019,0.1314174677084746,0.4964807362392031,0.024240016823421015,0.06352550726294777,0.024240016823421015,0.007477732143532541,0.035090301819535714
5,13.638149852235916,0.5399305082013455,0.13243878106104917,0.5056848223206445,12.829728739014987,0.5202164281288097,0.12177220206900403,0.47088060964798106,0.03859879319443191,0.10083975205810343,0.03859879319443191,0.013934664401907446,0.055828074345142364
6,12.829780418884578,0.5220622607493048,0.1217906835851411,0.4723651313355991,12.112432245550485,0.507461056498618,0.11461271249271672,0.4470738144270305,0.035342204869455524,0.1105960925713992,0.035342204869455524,0.012639735844620062,0.053566607668610926
7,12.360685862931124,0.5092582034286607,0.11699363889328658,0.4543921185171076,12.336990820950476,0.5709521471169489,0.10723994611280746,0.43300739367460384,0.04758980042011395,0.13433999644354214,0.04758980042011395,0.01825243466481346,0.07028220477790408
8,12.261778766885767,0.5038019466796532,0.11525951040073715,0.4539265420306199,11.491540530632282,0.5334893400812971,0.09540107977929814,0.4108292028821748,0.052577634139663945,0.1344938451046008,0.052577634139663945,0.019111062654815998,0.07560070846195678
9,11.730757205944343,0.48711209428574653,0.10750291043241035,0.4388998044021611,11.443976348844068,0.47203755635639716,0.10194055614029539,0.41846194221027966,0.05483020521200772,0.1485668982431245,0.05483020521200772,0.02220118319876506,0.08009901203120046
10,11.347473125739638,0.46579372174487327,0.1011575718680993,0.4293261804971202,11.360833657198938,0.47986095514276933,0.10434885870601082,0.40086509891111277,0.06147016455305479,0.15895251199142546,0.06147016455305479,0.02703609595935961,0.08865546160140764
11,11.384563803085552,0.4649750997353657,0.10303917897433923,0.4335240568653703,11.58791000267555,0.5023927953222702,0.10384292672548828,0.42893745313430653,0.0708169884204766,0.14799018937421643,0.0708169884204766,0.02630305561839697,0.09579411089604763
12,10.885716302054268,0.4558234652274935,0.0957204827561681,0.41380933007876863,11.283778229664112,0.46500006170365316,0.10217713439387494,0.41422355097943336,0.05582668216870958,0.13282320705351494,0.05582668216870958,0.022255782060503916,0.0786120680523752
13,10.561916617924357,0.4301312080414718,0.09276490676414056,0.4066293237391364,10.105513443206918,0.4128856944112942,0.0901186936695514,0.3836934526675734,0.08348456840405914,0.17017765750427524,0.08348456840405914,0.03759382864663726,0.1120167438244609
14,10.392102564496946,0.41623595331249563,0.09153215637146106,0.40319319884178084,10.642181585574972,0.423143577472917,0.0947417239016243,0.3878509344468857,0.07618288138426048,0.1439674668735625,0.07618288138426048,0.03132471913050364,0.09963969204515047
15,10.289878922143005,0.40878216092809666,0.09205349085604762,0.3966843033475535,10.683185795257831,0.448346706821808,0.09185892076970174,0.3886621400457004,0.08335847982586275,0.16137347327851775,0.08335847982586275,0.03532503452231647,0.1099312717124386
16,10.15482228025427,0.4098528792595335,0.08827879423908706,0.39391971188666197,10.592142960120892,0.39554800745099783,0.08977270742942547,0.4011722458847638,0.1072913307273263,0.16206715686291598,0.1072913307273263,0.03972385272964084,0.12910973092088665
17,10.130811563853559,0.39943883566213356,0.09091666732625715,0.39418911053042105,9.722446745839612,0.411089978309284,0.08487781251234741,0.3760906922919997,0.13164558146889452,0.20348209916434928,0.13164558146889452,0.05186741982737326,0.15986455796420865
18,9.963509961889295,0.3978141996220415,0.08793404250603004,0.3860535027615249,9.52351476406229,0.3841673309657851,0.08457626456972854,0.35966041324467496,0.13575668780431224,0.2442358811914957,0.13575668780431224,0.05826653309378193,0.174512119335106
19,9.557861909490502,0.37505660043671507,0.08339317391163169,0.3793664917790244,9.613375199252161,0.3943056767356807,0.081896195878628,0.37528472522209433,0.13654356670772982,0.2612001391132834,0.13654356670772982,0.06381402250365527,0.17933758899069763
20,9.750745609476061,0.38624663186704583,0.08401510263494964,0.3830458120869592,9.089262820523361,0.3855810338663387,0.07484273806792395,0.3467558162479565,0.1625397774076789,0.2759138110653414,0.1625397774076789,0.07981833151229095,0.20456883288583028
21,9.412831157299099,0.36894095646850583,0.08172441375776758,0.37216812142817846,10.110086950762518,0.3663309589510077,0.09691192184028954,0.3881024417049926,0.14758633788243075,0.19008416721072635,0.14758633788243075,0.06400192691223987,0.16616095101538808
22,9.382585490278423,0.3551848465140927,0.08303345359971957,0.37581464738167564,9.154611024363287,0.35574624722759274,0.08084470194218488,0.3593902155628492,0.18053142930180738,0.2774501110885644,0.18053142930180738,0.08786733916751822,0.21873573800406723
23,9.316197717131065,0.35618419716767785,0.08095161812701102,0.3699653820120936,9.406024908197336,0.35621913101781033,0.08338678074229894,0.3809214019826774,0.15224204503317657,0.27292861087400166,0.15224204503317657,0.07237049896685001,0.1954566209601887
24,9.276342006739725,0.35835310610314014,0.07934588048001522,0.3737943525531609,9.12659491752756,0.3562552308792184,0.0802070257767778,0.3522192544207491,0.13914232524932169,0.23985928920563984,0.13914232524932169,0.06471518843223048,0.17611840139899085
25,9.023103633537668,0.34382480471922555,0.07648408467069341,0.3627632032584381,9.101891342935891,0.33723140344152164,0.08080344335657769,0.3626128923276375,0.15521177577778955,0.2650652746933281,0.15521177577778955,0.06332118896196122,0.19578157758583747
26,9.083967990475923,0.34933041433890905,0.07631869256734995,0.3644198357618501,9.003007999781904,0.32193949258211874,0.08203574761362939,0.36355549970577505,0.16495288681978637,0.27546087672136493,0.16495288681978637,0.07213195402670493,0.20634262860339875
27,8.834832697666338,0.3324742651466519,0.07491698586313154,0.35994604646498934,8.630360940407062,0.3088779764185692,0.07790924565352757,0.33916616439819336,0.1864386060907402,0.30355014148023646,0.1864386060907402,0.08866354290323857,0.23099904043418662
28,9.00303778624887,0.32028343152309874,0.0765638045434441,0.3754773945570579,9.074108691051089,0.3252480898277256,0.07966723855071027,0.3590460779338047,0.16769196619354185,0.26182069867665503,0.16769196619354185,0.0750267023443279,0.20444206349316257
29,8.90050800621803,0.3199302962811416,0.07681838358325764,0.3678804149695218,8.617368856380725,0.3208487640167105,0.07505726547719076,0.34312011018909255,0.17536991813514194,0.27197052157266904,0.17536991813514194,0.07897907652997439,0.21324004659415102
30,8.900893671172005,0.31943673723987465,0.07649348144020353,0.3612274825022432,8.660698502228177,0.310037606195065,0.07760914106821191,0.33514877890461475,0.20281353466605803,0.28747056485012845,0.20281353466605803,0.09840201746285769,0.23783321314003966
