               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.030968,            0.015331,           0.0025474,             0.86337,              0.8596,             0.87467,             0.47874,            0.032175,           0.0085838,           0.0016946,            0.007822,            0.007822,            0.007822
                  68,            0.030945,             0.01564,           0.0024936,             0.88596,              0.8598,             0.87664,             0.48703,            0.032256,           0.0082814,           0.0018506,            0.007789,            0.007789,            0.007789
                  69,              0.0307,            0.015697,           0.0025176,             0.86733,             0.84215,             0.87112,             0.49713,            0.032235,           0.0083241,           0.0016118,            0.007756,            0.007756,            0.007756
                  70,            0.030595,            0.015381,           0.0020454,             0.87945,             0.85484,             0.87037,             0.49616,            0.031886,           0.0083256,            0.002034,            0.007723,            0.007723,            0.007723
                  71,            0.030435,             0.01529,           0.0021017,             0.86955,             0.85352,             0.87098,             0.48341,            0.032454,           0.0083648,           0.0019363,             0.00769,             0.00769,             0.00769
                  72,            0.030748,            0.015331,           0.0023119,             0.88517,             0.86115,             0.86822,             0.48775,             0.03177,            0.008319,           0.0017941,            0.007657,            0.007657,            0.007657
                  73,            0.030478,            0.015352,           0.0023631,             0.87965,             0.85268,              0.8703,             0.50379,            0.031462,           0.0082798,           0.0017439,            0.007624,            0.007624,            0.007624
                  74,            0.029936,            0.014828,           0.0021896,             0.86662,             0.87641,             0.87124,             0.48725,            0.031665,           0.0082476,            0.001907,            0.007591,            0.007591,            0.007591
                  75,            0.030119,             0.01505,           0.0023263,             0.86679,             0.85328,             0.86555,             0.49185,              0.0309,           0.0082952,           0.0018584,            0.007558,            0.007558,            0.007558
                  76,            0.030016,            0.015449,           0.0025253,              0.8612,             0.86139,             0.85337,             0.47689,            0.031746,            0.008414,           0.0018281,            0.007525,            0.007525,            0.007525
                  77,            0.030344,             0.01506,            0.002192,             0.87134,             0.86501,             0.87171,             0.50306,            0.031804,             0.00831,           0.0016615,            0.007492,            0.007492,            0.007492
                  78,            0.029386,            0.014644,           0.0018833,             0.87752,             0.85053,             0.86457,              0.4915,             0.03135,           0.0083912,           0.0020123,            0.007459,            0.007459,            0.007459
                  79,            0.029678,            0.014842,           0.0022297,             0.84368,             0.85407,             0.85213,             0.47815,            0.030996,           0.0083593,           0.0019516,            0.007426,            0.007426,            0.007426
                  80,            0.030187,            0.014691,           0.0023093,             0.85351,              0.8674,             0.87411,             0.48461,            0.031177,           0.0084623,           0.0017885,            0.007393,            0.007393,            0.007393
                  81,            0.029273,            0.014995,           0.0023508,              0.8772,             0.86271,             0.86283,             0.49725,            0.030592,           0.0081367,           0.0016788,             0.00736,             0.00736,             0.00736
                  82,            0.029681,            0.015286,           0.0023335,             0.86632,             0.85755,             0.87785,             0.50703,            0.030926,            0.008159,           0.0016388,            0.007327,            0.007327,            0.007327
