               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.028911,            0.015098,           0.0019199,             0.89086,             0.87042,             0.88354,             0.50209,            0.030734,           0.0083959,           0.0014532,            0.005347,            0.005347,            0.005347
                 143,            0.028372,            0.014682,           0.0018739,             0.87045,             0.87131,             0.88174,             0.51125,            0.030864,           0.0084216,           0.0016238,            0.005314,            0.005314,            0.005314
                 144,            0.028695,            0.014771,           0.0015956,             0.86416,             0.86956,             0.87516,             0.51104,            0.030909,           0.0084435,           0.0014284,            0.005281,            0.005281,            0.005281
                 145,             0.02916,            0.015607,           0.0021635,             0.89276,             0.84851,             0.88091,             0.51224,            0.030346,           0.0084496,           0.0013871,            0.005248,            0.005248,            0.005248
                 146,            0.028879,            0.014703,           0.0019743,             0.87635,             0.85012,             0.87054,             0.50022,            0.030382,           0.0085707,            0.001402,            0.005215,            0.005215,            0.005215
                 147,            0.029147,            0.014741,           0.0017791,             0.87446,             0.85939,             0.87666,             0.50737,            0.030221,           0.0084743,           0.0013523,            0.005182,            0.005182,            0.005182
                 148,            0.028984,            0.014923,           0.0018487,             0.88014,             0.86252,              0.8842,             0.50237,            0.030362,           0.0083265,           0.0013073,            0.005149,            0.005149,            0.005149
                 149,             0.02867,            0.014845,           0.0019098,             0.89641,             0.86752,              0.8881,             0.51517,            0.030045,           0.0084219,           0.0014572,            0.005116,            0.005116,            0.005116
                 150,            0.028504,            0.014501,           0.0018746,             0.88068,             0.87665,             0.87824,             0.50773,            0.030422,           0.0082975,           0.0016473,            0.005083,            0.005083,            0.005083
                 151,            0.028526,            0.014735,            0.001875,             0.88859,             0.86759,             0.88381,             0.51846,            0.030138,           0.0084431,           0.0015392,             0.00505,             0.00505,             0.00505
                 152,            0.028325,            0.014891,           0.0022733,             0.87857,             0.88347,             0.88814,              0.5115,            0.030017,           0.0083568,            0.001401,            0.005017,            0.005017,            0.005017
                 153,            0.028354,            0.014725,           0.0018289,             0.88792,             0.85844,             0.87787,             0.50349,            0.030266,           0.0084465,           0.0014877,            0.004984,            0.004984,            0.004984
                 154,            0.028269,             0.01471,           0.0013164,             0.87405,             0.87266,             0.88983,             0.52283,             0.02981,           0.0084668,           0.0014566,            0.004951,            0.004951,            0.004951
                 155,            0.028078,            0.014961,           0.0014312,              0.8999,             0.85855,             0.88087,             0.50754,             0.02991,           0.0084175,           0.0013419,            0.004918,            0.004918,            0.004918
                 156,            0.027733,            0.014511,           0.0015195,             0.86676,             0.87553,             0.88158,             0.51187,            0.029951,            0.008391,           0.0013232,            0.004885,            0.004885,            0.004885
                 157,            0.027899,            0.014373,           0.0014509,             0.89876,             0.85984,             0.89556,             0.52031,            0.030014,           0.0084016,           0.0013576,            0.004852,            0.004852,            0.004852
                 158,            0.027575,            0.014247,           0.0013407,             0.90049,             0.86485,             0.88483,             0.51584,            0.029961,           0.0084495,           0.0013842,            0.004819,            0.004819,            0.004819
