               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.038281,            0.019583,           0.0046581,             0.82618,             0.75945,             0.79461,             0.38174,            0.036431,            0.010135,           0.0026443,           0.0082675,           0.0082675,           0.0082675
                  37,            0.038067,            0.019182,           0.0044129,             0.78081,             0.77211,             0.77856,             0.38349,             0.03656,            0.010024,           0.0025533,            0.008218,            0.008218,            0.008218
                  38,            0.037898,            0.019144,           0.0045724,             0.78108,             0.73646,              0.7729,             0.38469,            0.036782,           0.0099197,           0.0027508,           0.0081685,           0.0081685,           0.0081685
                  39,            0.037796,             0.01937,            0.004328,             0.79995,             0.76527,             0.80301,             0.40987,            0.036852,           0.0098144,           0.0025924,            0.008119,            0.008119,            0.008119
                  40,            0.037703,            0.019049,           0.0042571,             0.77435,              0.7101,             0.74941,             0.36338,            0.036087,           0.0096845,           0.0023393,           0.0080695,           0.0080695,           0.0080695
                  41,            0.037296,            0.018332,           0.0043316,             0.81778,             0.74531,             0.79408,             0.41627,            0.036079,           0.0095913,           0.0025378,             0.00802,             0.00802,             0.00802
                  42,            0.037278,            0.018869,            0.004035,             0.78292,             0.79453,             0.79704,             0.40865,            0.035684,           0.0095862,           0.0027629,           0.0079705,           0.0079705,           0.0079705
                  43,            0.036794,            0.018463,           0.0040773,             0.75621,             0.80874,             0.77772,             0.38771,            0.036468,           0.0094775,           0.0023666,            0.007921,            0.007921,            0.007921
                  44,            0.036797,            0.018762,           0.0036485,              0.7977,              0.7934,             0.82246,             0.41867,            0.035323,            0.009553,           0.0024923,           0.0078715,           0.0078715,           0.0078715
                  45,            0.036094,            0.018157,           0.0038313,             0.82701,             0.77102,             0.80257,             0.40591,            0.035508,           0.0097474,            0.002147,            0.007822,            0.007822,            0.007822
                  46,            0.036663,            0.018497,           0.0040933,             0.84597,             0.77215,             0.82319,             0.42692,            0.035291,            0.009421,           0.0022397,           0.0077725,           0.0077725,           0.0077725
                  47,            0.036387,            0.018481,           0.0039657,             0.82701,             0.81277,             0.83057,             0.43014,              0.0354,            0.009325,           0.0019837,            0.007723,            0.007723,            0.007723
                  48,            0.036417,             0.01813,           0.0038603,             0.77956,             0.78718,             0.79839,             0.40767,            0.034616,           0.0093012,           0.0020418,           0.0076735,           0.0076735,           0.0076735
                  49,            0.035621,            0.017853,           0.0036972,             0.81358,             0.80992,             0.82089,              0.4197,            0.034404,           0.0093269,           0.0025265,            0.007624,            0.007624,            0.007624
                  50,             0.03587,            0.017805,           0.0032643,              0.8167,             0.80958,             0.83443,             0.42338,            0.035164,           0.0091941,           0.0021821,           0.0075745,           0.0075745,           0.0075745
                  51,            0.035713,            0.018103,           0.0032695,             0.85018,             0.81598,             0.83888,             0.44561,            0.034306,           0.0091591,           0.0019558,            0.007525,            0.007525,            0.007525
                  52,            0.035471,            0.018258,           0.0033994,             0.85727,             0.80288,             0.82839,             0.42507,            0.034549,           0.0092735,           0.0020915,           0.0074755,           0.0074755,           0.0074755
                  53,            0.035523,            0.018093,           0.0034986,             0.82671,             0.82062,             0.83446,             0.44178,            0.033813,           0.0091757,           0.0020805,            0.007426,            0.007426,            0.007426
                  54,            0.035531,            0.018007,           0.0033129,              0.8609,             0.79724,             0.84236,             0.43644,            0.034456,           0.0089629,           0.0021182,           0.0073765,           0.0073765,           0.0073765
                  55,            0.034449,            0.017695,           0.0033827,             0.83744,             0.81595,             0.82794,             0.43316,            0.034409,            0.009265,           0.0020014,            0.007327,            0.007327,            0.007327
                  56,            0.035493,            0.017507,           0.0032431,             0.83451,             0.78962,              0.8259,             0.43778,            0.033637,            0.009085,           0.0021485,           0.0072775,           0.0072775,           0.0072775
                  57,            0.034855,            0.017772,           0.0031421,             0.84595,             0.82073,             0.82784,             0.41617,            0.033793,           0.0090789,           0.0018753,            0.007228,            0.007228,            0.007228
                  58,            0.035055,            0.017481,           0.0036246,             0.82608,             0.79828,             0.83289,             0.44715,            0.034045,           0.0093176,            0.002204,           0.0071785,           0.0071785,           0.0071785
                  59,            0.034601,             0.01798,           0.0034455,             0.82853,             0.82731,             0.83796,             0.43792,            0.033588,           0.0091372,           0.0020851,            0.007129,            0.007129,            0.007129
                  60,             0.03417,             0.01785,           0.0032091,             0.82239,              0.8101,             0.81484,             0.43423,            0.033766,            0.009164,           0.0020473,           0.0070795,           0.0070795,           0.0070795
                  61,             0.03418,            0.017643,           0.0031801,             0.79756,             0.78722,             0.81058,             0.43497,             0.03385,           0.0088544,           0.0018788,             0.00703,             0.00703,             0.00703
                  62,            0.034318,            0.017546,           0.0029261,              0.8428,             0.80857,             0.83389,             0.45623,            0.033654,           0.0089778,           0.0015253,           0.0069805,           0.0069805,           0.0069805
                  63,            0.034458,            0.017618,           0.0032077,             0.84835,             0.80203,              0.8394,             0.45701,            0.033448,           0.0088772,           0.0016586,            0.006931,            0.006931,            0.006931
                  64,            0.034044,            0.016978,           0.0028471,             0.81926,             0.78416,             0.79563,             0.40048,            0.033705,            0.008993,           0.0019185,           0.0068815,           0.0068815,           0.0068815
                  65,            0.033361,            0.017105,            0.003199,             0.82853,             0.83107,             0.84117,             0.43091,             0.03344,           0.0090924,           0.0017273,            0.006832,            0.006832,            0.006832
                  66,            0.033675,            0.017133,           0.0028199,             0.85699,              0.8043,             0.83922,             0.45289,             0.03344,           0.0089172,           0.0019074,           0.0067825,           0.0067825,           0.0067825
                  67,            0.033635,            0.016911,           0.0032833,             0.82598,               0.822,             0.85246,             0.46764,            0.033372,           0.0091834,           0.0018313,            0.006733,            0.006733,            0.006733
